ลำดับ,ปี,เดือนรอบบิล,เขต/สังกัด,สถานี/หน่วยงาน,หมายเลขผู้ใช้ไฟ,ประเภทสถานี,ค่าไฟฟ้า (บาท/เดือน),จำนวนหน่วย (kWh/เดือน)
215,2566,กุมภาพันธ์,สปข.8,สวท.สุพรรณบุรี,27701584,สถานี T.V. และสถานี F.M.,"61,828.25","11,015.93"
216,2566,กุมภาพันธ์,สปข.8,สวท.กาญจนบุรี,27696591,สถานี A.M.,"68,221.82","12,043.48"
217,2566,กุมภาพันธ์,สปข.8,สวท.สังขละบุรี,8748127,สถานี T.V. และสถานี F.M.,"82,022.38","13,916.40"
218,2566,กุมภาพันธ์,สปข.8,สวท.ราชบุรี,6001705431,สถานี A.M.,"48,749.88","8,662.86"
219,2566,กุมภาพันธ์,สปข.8,สวท.เพชรบุรี-อาคารห้องส่ง,27672463,สถานี T.V. และสถานี F.M.,"10,773.98","1,787.70"
220,2566,กุมภาพันธ์,สปข.8,สวท.เพชรบุรี-อาคารเครื่องส่ง,5900799250,สถานี T.V. และสถานี F.M.,"46,061.84","7,830.30"
221,2566,กุมภาพันธ์,สปข.8,สวท.ประจวบคีรีขันธ์,6001704633,สถานี F.M.,"39,222.21","6,659.10"
222,2566,กุมภาพันธ์,สวท. (ส่วนกลาง),สวท. (ส่วนกลาง),87060716,สถานี F.M.,"1,230,897.15","221,000.00"
223,2566,กุมภาพันธ์,สปข.5,สทท.นครศรีธรรมราช,9810020009114018,สถานี T.V.,"100,183.02","16,625.00"
224,2566,กุมภาพันธ์,สปข.5,"สทท.,สวท.สุราษฎร์ธานี",23049499,สถานี T.V.,"180,129.80","29,843.00"
225,2566,กุมภาพันธ์,สปข.1,สวท.กาฬสินธ์,27680313,สถานี F.M.,"23,836.56","4,024.00"
226,2566,กุมภาพันธ์,สปข.1,สคว.ขอนแก่น (บ้านสำราญ),23053656,สถานีเครื่องส่งวิทยุ,"11,840.92","1,970.40"
227,2566,กุมภาพันธ์,สปข.1,สวศ.ขอนแก่น,6101485007,สถานี A.M.,"251,565.11","43,872.00"
228,2566,กุมภาพันธ์,สปข.1,สคท.ชัยภูมิ (ช่อง 11),23070145,สถานีเครื่องส่ง T.V.,"26,581.86","4,494.60"
229,2566,กุมภาพันธ์,สปข.1,สวท.ชัยภูมิ,9045380,สถานี F.M.,"47,087.91","8,006.00"
230,2566,กุมภาพันธ์,สปข.1,สคท.ชุมแพ (ขอนแก่น),15278596,สถานีเครื่องส่ง T.V.,"16,173.52","2,712.30"
231,2566,กุมภาพันธ์,สปข.1,สวท.ด่านซ้าย (เลย),27707529,สถานี A.M.,"44,796.40","7,613.61"
232,2566,กุมภาพันธ์,สปข.1,สคท.นครราชสีมา,5701547600,สถานีเครื่องส่ง T.V.,656.47,55.20
233,2566,กุมภาพันธ์,สปข.1,สวท.นครราชสีมา,23047663,สถานี A.M. และ F.M.,"92,176.20","16,210.00"
234,2566,กุมภาพันธ์,สปข.1,สวท.บึงกาฬ,27687593,สถานี F.M.,"23,527.62","3,971.60"
235,2566,กุมภาพันธ์,สปข.1,สวท.มหาสารคาม,5800085384,สถานี F.M.,"11,113.87","1,845.90"
236,2566,กุมภาพันธ์,สปข.1,สวท.มหาสารคาม (หนองจิก),6400038861,สถานีเครื่องส่งวิทยุ,"21,996.42","3,709.40"
237,2566,กุมภาพันธ์,สปข.1,สคท.เลย (อ.ภูเรือ)	,6101485943,สถานีเครื่องส่ง T.V.,"22,102.11","3,727.50"
238,2566,กุมภาพันธ์,สปข.1,สคท.เลย (อ.ภูเรือ)	,6101485943,สถานีเครื่องส่ง T.V.,"22,102.11","3,727.50"
239,2566,กุมภาพันธ์,สปข.1,สวท.เลย,27683400,สถานี F.M.,"14,088.11","2,355.20"
240,2566,กุมภาพันธ์,สปข.1,สวท.เลย (บ.กำเนิดเพชร),27683401,สถานี A.M.,"88,945.31","16,461.55"
241,2566,กุมภาพันธ์,สปข.1,สวท.เลย (ภูเรือ),28339328,สถานีเครื่องส่งวิทยุ,"15,564.41","2,608.00"
242,2566,กุมภาพันธ์,สปข.1,สคท.สกลนคร (ช่อง 11),23048602,สถานีเครื่องส่ง T.V.,"41,195.49","6,997.00"
243,2566,กุมภาพันธ์,สปข.1,สวท.สกลนคร,28071002,สถานี F.M.,"8,763.80","1,404.00"
244,2566,กุมภาพันธ์,สปข.1,สวท.สกลนคร,20015372371,สถานี F.M.,"15,897.28","4,128.62"
245,2566,กุมภาพันธ์,สปข.1,สคท.บึงกาฬ,27688555,สถานีเครื่องส่ง T.V.,"12,061.67","2,008.20"
246,2566,กุมภาพันธ์,สปข.1,สวท.หนองคาย,9045557,สถานี F.M.,"11,809.39","1,965.00"
247,2566,กุมภาพันธ์,สปข.1,สวท.หนองคาย,23074006,สถานี A.M.,"102,030.01","18,304.51"
248,2566,กุมภาพันธ์,สปข.1,สวท.หนองบัวลำภู,27679759,สถานี F.M.,"57,284.28","9,752.00"
249,2566,กุมภาพันธ์,สปข.1,สคท.อุดรธานี (อ.เพ็ญ),23072200,สถานีเครื่องส่ง T.V.,"2,331.34",342.00
250,2566,กุมภาพันธ์,สปข.1,สวท.อุดรธานี,23068242,สถานี F.M.,"32,367.99","5,485.40"
251,2566,กุมภาพันธ์,สปข.1,สวท.อุดรธานี (บ้านดุง),20016297135,สถานีเครื่องส่ง VOA,"322,821.31","60,297.99"
252,2566,กุมภาพันธ์,สปข.1,สคท.นครราชสีมา (สนง.),27075840,สถานีเครื่องส่ง T.V.,"33,100.90","5,610.90"
253,2566,กุมภาพันธ์,สปข.1,สวท.ขอนแก่น,5701543473,สถานี F.M.,"31,782.01","4,800.23"
254,2566,กุมภาพันธ์,สปข.1,สวท.ขอนแก่น,27705124,บ้านพักข้าราชการ,"3,521.49",545.80
255,2566,กุมภาพันธ์,สปข.1,"สปข.1 (สำนักงานเขต), สทท.ขอนแก่น",23053657,สำนักประชาสัมพันธ์เขตและ T.V.,"222,313.25","36,630.00"
256,2566,กุมภาพันธ์,สปข.5,สวท.สมุย (กสท.),8598894,สถานี F.M.,"3,627.30",565.00
257,2566,กุมภาพันธ์,สปข.5,สวท.สมุย (กสท.),8598894,สถานี F.M.,"3,749.28",584.00
258,2566,กุมภาพันธ์,สปข.5,สวท.สมุย,20009418557,สถานี F.M.,"10,918.24","1,812.40"
259,2566,กุมภาพันธ์,สนข.,สำนักข่าว,23056498,สถานี T.V.,"243,078.30","41,000.00"
260,2566,กุมภาพันธ์,สปข.7,สปข.7 (สำนักงานเขต),23055443,สำนักประชาสัมพันธ์เขต,"130,428.73","20,856.00"
261,2566,กุมภาพันธ์,สปข.7,สคท.ตราด,8744968,สถานี T.V.,"38,509.17","6,537.00"
262,2566,กุมภาพันธ์,สปข.7,สคท.ระยอง,6500728234,สถานี T.V.,"62,624.22","11,289.26"
263,2566,กุมภาพันธ์,สปข.7,สคท.สระแก้ว,23069511,สถานี T.V.,"1,940.13",271.60
264,2566,กุมภาพันธ์,สปข.7,สวท.จันทบุรี,18314581,สถานี F.M.,"33,300.03","5,645.00"
265,2566,กุมภาพันธ์,สปข.7,สวท.จันทบุรี,5900796957,สถานี A.M.,"105,225.75","18,863.00"
266,2566,กุมภาพันธ์,สปข.7,สวท.ตราด,8742222,สถานี F.M.,"31,604.63","5,222.06"
267,2566,กุมภาพันธ์,สปข.7,สวท.ตราด,6400041332,สถานี A.M.,350.93,33.50
268,2566,กุมภาพันธ์,สปข.7,สวท.ระยอง,230763,สถานี F.M.,"16,273.97","2,729.50"
269,2566,กุมภาพันธ์,สปข.7,สวท.สระแก้ว,395166,สถานี F.M.,"23,670.12","3,996.00"
270,2566,กุมภาพันธ์,สปข.7,สวท.ชลบุรี,8741998,สถานี F.M.,"14,933.71","2,500.00"
271,2566,กุมภาพันธ์,สปข.7,สวท.ชลบุรี (เขาฉลาก),6201316652,สถานี T.V. และสถานี F.M.,"11,388.93","1,893.00"
272,2566,มีนาคม,สปข.5,สวท.ระนอง,9802020004441944,สถานี A.M. และ F.M.,"64,659.57","11,623.60"
273,2566,มีนาคม,สปข.5,สวท.ทุ่งสง,9044 020009051110,สถานี F.M.,"13,286.87","2,218.00"
274,2566,มีนาคม,สปข.3,สวท.พะเยา,5800022382,สถานี F.M.,"31,880.94","5,402.00"
275,2566,มีนาคม,สปข.4,สวท.สุโขทัย,27695760,สถานี F.M.,"22,458.94","3,788.60"
276,2566,มีนาคม,สปข.4,สคท.นครสวรรค์,9806 020006256640,สถานี T.V. และสถานี F.M.,"72,108.15","12,290.40"
277,2566,มีนาคม,สปข.3,สวท.ลำปาง,556457,สถานี F.M.,"29,603.40","5,012.00"
278,2566,มีนาคม,สปข.3,สวท.แพร่,5701543393,สถานี F.M.,"20,626.39","3,474.80"
279,2566,มกราคม,สปข.5,สวท.ชุมพร,020003809255,สถานี F.M.,"14,418.64","2,411.80"
280,2566,กุมภาพันธ์,สปข.5,สวท.ชุมพร,020003809255,สถานี F.M.,"11,704.23","1,946.99"
281,2566,มีนาคม,สปข.5,สวท.ชุมพร,020003809255,สถานี F.M.,"12,788.16","2,132.60"
282,2566,มีนาคม,สปข.3,สวท.ฝาง,15279255,สถานี F.M.,"37,831.74","6,421.00"
283,2566,มีนาคม,สปข.5,สวท.นครศรีธรรมราช,9011020008910024,สถานี F.M.,"33,043.00","5,544.00"
284,2566,มีนาคม,สปข.4,สวท.ตาก,9803 020010392863,สถานี A.M. และ F.M.,"71,550.95","12,760.45"
285,2566,มีนาคม,สปข.3,สวท.น่าน ห้องส่ง,6300578244,สถานี F.M.,"28,900.82","4,930.46"
286,2566,มีนาคม,สปข.4,สวท.แม่สอด F.M.,6000172855,สถานี T.V. และสถานี F.M.,"92,397.71","16,713.81"
287,2566,มีนาคม,สปข.3,อาคารส่วนเทคนิค,9070020004491756,อื่น ๆ,"4,979.69",795.50
288,2566,มีนาคม,สปข.3,สทท.เชียงใหม่ และ สปข.3,9820020004481266,สำนักประชาสัมพันธ์เขต,"223,627.45","36,785.66"
289,2566,มีนาคม,สปข.3,สวท.เชียงใหม่,9322020004478528,สถานี F.M.,"41,155.75","6,902.34"
290,2566,มีนาคม,สปข.3,สวท.เชียงราย,9813020005934803,สถานี F.M.,"18,928.17","3,184.00"
291,2566,มีนาคม,สปข.3,สวท.ลำพูน,9816020004565451,สถานี F.M.,"153,236.81","27,138.01"
292,2566,มีนาคม,สปข.3,สวท.ลำปาง,9103020005125126,สถานี F.M.,"29,603.40","5,012.00"
293,2566,มีนาคม,สปข.3,สวท.แพร่,9802020010258747,สถานี F.M.,"20,626.39","3,474.80"
294,2566,มีนาคม,สปข.3,สวท.น่าน ห้องส่ง,9004020009497249,อื่น ๆ,"28,900.82","4,930.46"
295,2566,มีนาคม,สปข.3,สวท.น่าน เครื่องส่ง,9810020009531604,สถานี F.M.,"1,421.10",98.94
296,2566,มีนาคม,สปข.3,สวท.น่าน โรงสูบน้ำ,0116020009699672,อื่น ๆ,133.16,19.00
297,2566,มีนาคม,สปข.3,สวท.พะเยา,0046020005688352,สถานี F.M.,"31,880.94","5,402.00"
298,2566,มีนาคม,สปข.3,สวท.แม่ฮ่องสอน,9801 020005117860,สถานี F.M.,"15,631.58","2,619.50"
